id,average,average low CI,average high CI,difference,difference low CI,difference high CI,loyalty,loyalty low CI,loyalty high CI
77,5.7744333333333335,-1.75272390395435,13.301590570621016,1.4733,-1.693904068933319,4.6405040689333195,2.427479062993082,-4.908287502204633,9.763245628190797
78,3.4623,-1.3612836049315131,8.285883604931513,1.0892,-0.6149743189339334,2.7933743189339335,2.57201646090535,-7.9970123541453395,13.141045275956039
80,5.671383333333333,2.192982270674863,9.149784395991803,0.90235,-0.36965304256581644,2.1743530425658166,2.963548355230663,-12.318284768592207,18.24538147905353
81,5.283933333333334,-0.24087911662297845,10.808745783289645,1.1677666666666666,-0.5742571839562458,2.9097905172895793,2.479543763947434,-6.459878227941734,11.418965755836602
82,6.2571666666666665,1.136146667776937,11.378186665556395,0.9801333333333333,-0.6162970851557834,2.57656375182245,2.878664299764909,-12.006929825248587,17.764258424778404
84,6.017683333333333,1.554363559213514,10.481003107453152,0.9346166666666667,-0.6121663719883179,2.4813997053216514,2.7831895352073475,-12.10624875496739,17.672627825382087
85,5.97515,0.2834423440992948,11.666857655900706,1.1491166666666666,-0.9502672039888038,3.248500537322137,2.5023981315427286,-7.568268746320829,12.573065009406285
87,3.85585,-1.3375700572315,9.0492700572315,1.1320833333333333,-0.6438151597233797,2.9079818263900465,2.435262602483968,-7.930848199851711,12.801373404819648
88,2.387383333333333,0.13217306001055906,4.642593606656107,0.7556833333333334,-0.40815035812161027,1.9195170247882771,3.5065162760797146,-17.486711818888793,24.499744371048223
89,4.701616666666666,-1.7704680773212988,11.173701410654632,1.25655,-1.0214249111000095,3.53452491110001,2.3469587326422845,-3.4945141029237705,8.18843156820834
90,2.6674333333333333,0.0032718187114135766,5.3315948479552535,0.9256333333333333,-0.2358684138224756,2.0871350804891424,3.283533081595797,-16.085855065089106,22.652921228280697
