id,average,average low CI,average high CI,difference,difference low CI,difference high CI,loyalty,loyalty low CI,loyalty high CI
2,4.4953666666666665,-1.2906419231561728,10.281375256489506,1.1220333333333334,-0.6863434164888718,2.9304100831555386,2.3564527531223,-4.779113825811988,9.492019332056588
3,2.56665,-0.0681605772319136,5.201460577231914,0.90425,-0.30973859749988875,2.1182385974998885,3.291097581043278,-17.639881765636353,24.22207692772291
4,4.669583333333334,-1.4826113263890024,10.821777993055669,1.14025,-0.5928733441675684,2.873373344167568,2.3484285099221105,-5.7195916565494365,10.416448676393657
6,4.501533333333334,-2.992326058486663,11.99539272515333,1.2663666666666666,-0.9510116458208524,3.483744979154186,2.1429336762027216,-3.420303570790562,7.706170923196005
8,5.7737,1.2677482457325944,10.279651754267405,1.0586666666666666,-0.5588394488895392,2.6761727822228725,2.75040110016044,-8.908066496499602,14.408868696820482
9,4.0257,-4.009789439599383,12.061189439599382,1.2639333333333334,-1.3568594899544848,3.8847261566211513,2.2759170048932216,-3.675156857132677,8.22699086691912
10,5.803816666666667,2.0480736178743015,9.559559715459033,0.9108166666666667,-0.4268108127878477,2.248444146121181,2.7835768963117604,-10.143365204998496,15.710518997622017
12,4.23855,0.19511462756639997,8.2819853724336,0.9491166666666667,-0.2840386706548489,2.1822720039881824,2.7266530334014996,-10.16247958518557,15.615785651988569
13,5.995316666666667,0.7811389898817973,11.209494343451535,1.0174166666666666,-1.148866786388961,3.1837001197222943,2.641658961828028,-7.674851674769938,12.958169598425995
14,6.421266666666667,1.370409918044948,11.472123415288387,1.1930666666666667,-0.9028761806208219,3.2890095139541553,2.8624588521540004,-9.473027001893618,15.19794470620162
16,5.0983,0.06697259773315789,10.129627402266841,1.1695666666666666,-0.7181364052878827,3.057269738621216,2.5549310168625445,-7.217872271204712,12.327734304929802
17,5.168216666666667,0.23975782001097556,10.096675513322358,1.02635,-0.48740179456793653,2.5401017945679367,2.6848040093073204,-6.809615558681626,12.179223577296268
20,5.538433333333334,-1.1946688426226695,12.271535509289336,1.2500333333333333,-0.9107686644893283,3.4108353311559947,2.333631519583058,-4.409398829178342,9.076661868344459
21,6.5122,4.553210393068243,8.471189606931757,0.7619333333333334,-0.9298555539550255,2.4537222206216924,3.8887808671981334,-27.747027676296195,35.524589410692464
22,5.2922666666666665,1.4488761500452978,9.135657183288036,0.9548,-0.36073297493394196,2.270332974933942,2.782931354359926,-11.86217034912927,17.42803305784912
23,4.545266666666667,-1.920219820625654,11.010753153958987,1.3127,-1.2545446715993243,3.879944671599324,2.197802197802198,-4.072896027049121,8.468500422653516
24,4.530916666666666,-1.6091312197190035,10.670964553052336,1.1944833333333333,-1.021086750120956,3.4100534167876226,2.326573345224708,-5.323392710130716,9.976539400580133
26,5.4579375,2.072320237656163,8.843554762343837,0.8920208333333334,-0.43626071248271014,2.220302379149377,2.845456162191001,-10.123391087861156,15.814303412243158
27,4.55015,-0.7694565558998088,9.869756555899809,1.0785166666666666,-0.6391328607890345,2.7961661941223674,2.5732298323111893,-7.10044738689565,12.24690705151803
28,5.2659666666666665,-0.17766232848904817,10.70959566182238,1.1059333333333334,-0.5959571326233952,2.807823799290062,2.3515579071134627,-5.328241039523398,10.031356853750324
29,3.5207,-0.9613068262667004,8.002706826266701,0.8933333333333333,-0.3547075555554713,2.141374222222138,2.917720287881735,-13.51570191330364,19.35114248906711
32,4.737283333333333,-1.799832707987738,11.274399374654404,1.3254833333333333,-0.778597442123026,3.429564108789693,2.2372198814273463,-3.4872464276862467,7.96168619054094
34,3.9179166666666667,-1.2554621597210245,9.091295493054357,1.0729833333333334,-0.4816692621220344,2.6276359287887012,2.549827886617653,-7.641932792221828,12.741588565457134
35,5.333083333333334,1.6333765669436957,9.032790099722972,0.9535833333333333,-0.28075049972191823,2.187917166388585,2.771874711263051,-11.525415039978803,17.069164462504904
36,5.1657166666666665,0.5690828800121119,9.762350453321222,1.01605,-0.499668432432967,2.531768432432967,2.6048450117218027,-6.566778962470465,11.776468985914072
37,5.397266666666667,-0.7134498899601898,11.507983223293524,1.2157666666666667,-0.6187503679544983,3.0502837012878317,2.3968361762473536,-4.742552058215079,9.536224410709787
39,5.455733333333334,0.5742086940440432,10.337257972622623,1.0522,-0.5243099802667825,2.6287099802667826,2.5302576645721757,-7.051825523820538,12.11234085296489
40,6.15295,1.8187569902336689,10.487143009766331,1.1044166666666666,-0.6378544330555416,2.8466877663888748,2.7606515137572467,-8.252008005065036,13.773311032579528
41,4.332366666666666,-1.2896301684873652,9.954363501820698,1.2289333333333334,-0.8140194766209312,3.271886143287598,2.3054755043227666,-4.537953532820035,9.148904541465567
42,3.3870666666666667,-0.17689161528987007,6.951024948623203,1.0131,-0.21221697773468873,2.2384169777346887,2.7631942525559547,-11.487591226830709,17.01397973194262
43,4.5427,-1.4732783515994567,10.558678351599458,1.1902333333333333,-0.6540834399556079,3.0345501066222744,2.306539038173221,-4.741086730130052,9.354164806476494
44,6.7577,4.518026208399647,8.997373791600353,0.803,-0.43210902666706474,2.038109026667065,3.992015968063872,-29.347680782151787,37.33171271827953
46,5.686916666666667,0.837232166944573,10.53660116638876,1.2604166666666667,-0.6883456597230491,3.2091789930563825,2.5624599615631007,-8.164629020719005,13.289548943845205
47,4.8001,1.534008286264506,8.066191713735494,0.9017333333333334,-0.32563891128896827,2.129105577955635,2.8847540747151306,-9.68498681732334,15.454494966753602
48,5.547416666666667,0.7426367469419146,10.352196586391418,1.0490166666666667,-0.8008588381222019,2.898892171455535,2.6375945138034114,-7.068690222290871,12.343879249897693
50,5.960366666666666,0.4832854368495543,11.437447896483778,0.995,-0.6976723333338407,2.6876723333338406,2.7802233446086837,-7.092033486587198,12.652480175804566
51,6.917083333333333,4.719907340278157,9.11425932638851,0.9516833333333333,-0.5121403794548155,2.415507046121482,3.8449214995193848,-28.37101132050329,36.06085431954206
52,5.607183333333333,0.991033669874696,10.22333299679197,1.1145166666666666,-0.8179830954561687,3.047016428789502,2.687329242621042,-7.882312942524235,13.256971427766318
53,5.905666666666667,2.927052271112129,8.884281062221206,0.9368333333333333,-0.49359421222125344,2.36726087888792,3.005259203606311,-12.571311678233272,18.581830085445894
54,4.572533333333333,-1.693466941157883,10.83853360782455,1.2145666666666666,-0.6710078452892907,3.100141178622624,2.2732439190725167,-3.8153775523609212,8.361865390505955
55,4.66455,-0.9469756630968744,10.276075663096876,1.1180166666666667,-0.5175159167896957,2.753549250123029,2.253859734795838,-5.346738859851204,9.85445832944288
57,5.1302666666666665,1.254241366043312,9.006291967290021,1.1020333333333334,-0.3863694964896307,2.5904361631562978,2.5884383088869716,-7.42850624999511,12.605382867769052
59,6.06795,1.5487790502333398,10.58712094976666,1.0620166666666666,-0.7527550421237961,2.8767883754571293,2.789789370902497,-10.743172454637305,16.322751196442297
60,4.05225,0.1252202558341584,7.979279744165842,0.9517833333333333,-0.3762312999888976,2.2797979666555643,2.6730820636193533,-11.007019037618033,16.353183164856738
61,3.9822333333333333,-2.503310650620983,10.467777317287648,1.2032,-0.7033764629313397,3.1097764629313396,2.390343014222541,-4.235553226063265,9.016239254508347
62,6.397966666666667,2.8527398368458314,9.943193496487503,1.2123333333333333,-0.8899258622208512,3.314592528887518,2.9462312791554135,-11.342868724347198,17.235331282658027
63,5.066116666666667,-0.7849640293226097,10.917197362655944,1.0946166666666666,-0.5442001319892242,2.733433465322557,2.3213525747668977,-4.665311146648353,9.30801629618215
64,7.108766666666667,4.156935168044226,10.060598165289107,1.3134333333333332,-0.7866927092876925,3.413559375954359,3.8020404283632216,-24.128993449368146,31.733074306094586
65,6.168216666666667,3.647487153344577,8.688946179988758,0.85655,-0.6712153110983995,2.3843153110983994,3.3662477558348294,-20.083499995165877,26.815995506835538
66,4.451983333333334,0.7995343098765222,8.104432356790145,0.9652166666666666,-0.31049530132147973,2.240928634654813,2.854967643700038,-11.598254905827151,17.308190193227226
68,2.55345,0.02777486223316883,5.079125137766832,0.8818833333333334,-0.45757763465594237,2.221344301322609,3.308701885960075,-17.611210886245207,24.22861465816536
69,6.2648166666666665,3.6528772858781426,8.87675604745519,0.8054833333333333,-0.4250960021227217,2.0360626687893886,3.3877251425667665,-17.62154611451427,24.3969963996478
70,5.012966666666666,1.8634455435120296,8.162487789821302,0.9076666666666666,-0.21444879555567464,2.029782128889008,2.9219830524982955,-12.903391108707517,18.74735721370411
71,6.616966666666666,3.950611154177526,9.283322179155807,0.9118666666666667,-0.7208117304876406,2.544545063820974,3.368326503115702,-19.14954714161193,25.886200147843336
72,5.32765,0.021873530767602567,10.633426469232397,1.14535,-0.4730024865666478,2.7637024865666477,2.388535031847134,-5.854380583392649,10.631450647086917
73,5.246283333333333,-1.731632591987851,12.224199258654519,1.3144166666666666,-0.7395172997224242,3.3683506330557575,2.3200958972970884,-4.652129557165711,9.292321351759888
74,5.55465,-0.6776535532361105,11.78695355323611,1.3016833333333333,-1.066657512788429,3.670024179455096,2.38038562247084,-4.549275997675899,9.31004724261758
75,4.942716666666667,-0.8400711613218137,10.725504494655148,1.03055,-0.4844973937670438,2.5455973937670437,2.5603823504309977,-6.654733958747856,11.775498659609852
76,4.73595,-1.3075027577656844,10.779402757765684,1.1300833333333333,-0.6490641863877378,2.9092308530544044,2.263126131563066,-3.9546125123772295,8.480864775503361
