id,average,average low CI,average high CI,difference,difference low CI,difference high CI,loyalty,loyalty low CI,loyalty high CI
2,5.787607822724569,0.7709952785856187,10.804220366863518,1.5012083581201665,-2.0712560614075226,5.073672777647856,2.1736776174889885,-3.855105097832614,8.202460332810592
3,4.011109226594301,-0.5635003048614218,8.585718758050024,1.4780020352781547,-2.1406668679419436,5.096670938498253,2.3510646782040037,-9.49437770488959,14.196507061297599
4,6.0136113470985855,1.42897318108814,10.598249513109032,1.5544638569792784,-1.8675864648933405,4.976514178851897,2.224477219506183,-4.737782945906739,9.186737384919105
6,5.87989635417721,-0.7679878769989532,12.527780585353373,1.6771594566691634,-3.14832090668597,6.502639820024297,1.938508024957815,-1.9127802247460841,5.789796274661715
8,6.829285014691479,3.493264465231177,10.16530556415178,1.2159647404505387,-1.4318201356235543,3.8637496165246317,2.2123510292524378,-3.51343795081495,7.9381400093198256
9,5.209471554206553,-2.256300593916177,12.675243702329283,1.7599034944353646,-2.806077707953976,6.325884696824705,2.0111128502113007,-1.898214671429344,5.920440371851946
10,6.709866852723995,4.146953014727905,9.272780690720086,1.0667674477198286,-1.1184172110680073,3.251952106507664,2.728123512927616,-9.40080906058478,14.85705608644001
12,5.742749872804786,2.455086490735516,9.030413254874055,1.42646362216881,-1.505387527039902,4.358314771377522,2.494594949450742,-7.187764088297749,12.176953987199232
13,6.95068466684377,2.462792661726623,11.438576671960917,1.1518342309271379,-2.2528021748192018,4.5564706366734775,2.2112036740360996,-4.795402721330163,9.217810069402361
14,7.383146627964987,2.8966162872494214,11.869676968680551,1.1599619030341513,-2.3624035630316245,4.6823273690999265,1.6375046416635721,-0.6116787156091672,3.8866879989363117
16,6.2189701535657935,2.479585868596465,9.958354438535121,1.4501188968153433,-1.490394738609379,4.3906325322400654,2.292023227383863,-3.6673302995783743,8.2513767543461
17,6.358104767743083,3.001733902364772,9.714475633121396,1.3426605232454667,-1.2170709677543214,3.9023920142452546,2.422234995449538,-5.381432058707048,10.225902049606123
20,6.663997791275539,1.8167371284993656,11.511258454051712,1.4638321369409166,-2.614395585920823,5.542059859802656,1.9468360615685316,-3.5174272643339,7.411099387470964
21,7.232385511871947,5.7468866004880015,8.717884423255894,0.6975434015184486,-0.622372406856533,2.0174592098934303,2.8992639327024183,-15.341066586173383,21.13959445157822
22,6.300752288588779,3.665465624784964,8.936038952392593,1.1871657754010696,-1.1674816677822848,3.5418132185844238,2.8205849268841394,-12.94514202457027,18.58631187833855
23,5.911060599741419,0.8809767698752147,10.941144429607624,1.6950410810359928,-2.9450621492983027,6.335144311370288,1.9945927959404375,-3.8755670179021613,7.864752609783036
24,5.687459746164047,-1.0906130094691031,12.465532501797195,1.5012502367872702,-2.5580333068637655,5.560533780438306,2.086313875825001,-3.805962983464935,7.9785907351149365
26,6.453843386497182,3.976288611807418,8.931398161186946,1.0647079985609786,-1.0437630153972837,3.173179012519241,2.7371496094006433,-8.590724886143782,14.06502410494507
27,5.924540797444438,1.6689722188491949,10.180109376039681,1.4376789575176767,-1.8191513955499685,4.694509310585322,2.267323234553725,-4.403488461071392,8.938134930178842
28,6.492843342958639,2.7428053746196945,10.242881311297584,1.3325300704239982,-1.6802188478516904,4.345278988699687,2.3399280575539567,-5.585046221235292,10.264902336343205
29,4.839790795710962,-0.19635715230186612,9.87593874372379,1.4569259563749584,-1.8417112968294918,4.7555632095794085,2.29732770745429,-3.988776439357146,8.583431854265726
32,6.086018127972718,0.7667628839904026,11.405273371955033,1.6193798797451315,-2.3378122618078585,5.576572021298122,1.9122227465785748,-1.671124422729807,5.495569915886957
34,5.437165285012105,0.18107938885034525,10.693251181173864,1.5073729000073361,-2.332609323318903,5.347355123333576,2.1998789590478114,-3.7935851235937803,8.193343041689403
35,6.411896664013315,3.964558288635608,8.859235039391022,1.2545227585208771,-1.0942476635117597,3.603293180553514,2.8329233292332923,-12.425516959024467,18.09136361749105
36,6.286316296430076,2.7252213472655997,9.847411245594554,1.322236269138924,-1.4563489812126178,4.100821519490466,2.3230001864628007,-3.889294524877148,8.53529489780275
37,6.493409172986638,1.7101988999213136,11.276619446051964,1.4253114842903576,-1.7160174515822149,4.56664042016293,2.158117784597399,-3.706009516078806,8.022245085273603
39,6.561587111926,3.136093915562876,9.987080308289125,1.2836365134628458,-1.6021513620651617,4.169424388990853,2.3846040479465516,-5.024027923997702,9.793236019890804
40,7.170973119399875,3.902107845625662,10.439838393174089,1.1086163784121692,-1.4639637584900842,3.6811965153144226,2.286871574934477,-5.561584222684727,10.13532737255368
41,5.790309376487387,1.0483046883114895,10.532314064663284,1.7014754878629224,-2.2526733150600253,5.65562429078587,2.083250704001904,-3.0412367934684954,7.207738201472303
42,5.103030726013295,1.0736443218224991,9.132417130204091,1.6517718493186537,-2.081918633377782,5.38546233201509,2.266500573417171,-4.934587067111368,9.46758821394571
43,5.9367422878405955,1.303652241353367,10.569832334327824,1.5633977513703836,-1.914364849173958,5.0411603519147254,2.1577311577311575,-3.7677576916755826,8.083220007137898
44,7.59017484197686,5.653774213319338,9.526575470634382,0.7625032343917495,-0.6042791272946044,2.1292855960781036,1.9883139791268558,-1.8840245603742023,5.860652518627914
46,6.848175256683948,3.0075257190330027,10.688824794334893,1.453034461726136,-2.055230432630885,4.961299356083157,1.9503345724907064,-2.0079653568086506,5.908634501790064
47,5.988618118243123,3.4389209122545745,8.538315324231672,1.2757341135333786,-1.1682780344099828,3.71974626147674,2.6154348637551323,-7.866469378883501,13.097339106393765
48,6.584390932968415,2.918499143954763,10.250282721982067,1.2306707572781248,-1.45252498366165,3.9138664982178994,2.2494910878307928,-3.2770945968903065,7.7760767725518924
50,6.96427178787288,3.412673523484509,10.515870052261251,1.0836420354845,-1.626927360280964,3.794211431249964,2.3518083338109705,-4.299025441407247,9.002642109029189
51,7.949612403100775,6.449581333631868,9.449643472569683,0.6790278650743767,-0.6909890113166374,2.0490447414653907,1.7781503213188041,-1.1961782591174246,4.752478901755033
52,6.591914398280802,2.8465120213536803,10.337316775207924,1.292756088825215,-1.9037101160878378,4.489222293738267,2.168754247985241,-3.3130616593199065,7.650570155290389
